Year,Name,Surname,Problem1,Problem2,Problem3,Problem4,Problem5,Problem6,Total,Rank,Award
2015,Sanjiv,Ranchod,4,0,0,4,0,0,8,394,
1993,Richard,Schneider,1,0,0,3,1,0,5,284,
2001,Shen,Tian,0,0,1,1,3,0,5,327,
1992,Brian,Shand,0,3,0,0,0,4,7,229,
2005,Dario,Fanucchi,0,2,0,1,0,0,3,368,
2005,Gayle,Renay Sher,1,1,0,1,0,0,3,368,
2005,Charles James,Bradshaw,1,1,0,1,0,0,3,368,
2003,Jon Bradley,Smit,1,3,0,1,0,0,5,346,
2021,Minkyum,Kim,2,0,0,0,0,0,2,470,
1996,Ernest Christiaan,Lötter,2,1,1,0,0,0,4,325,
2006,Hendrie Louis,Uys,5,1,0,2,0,0,8,388,
2016,Sanjiv,Ranchod,2,0,0,4,0,0,6,469,
2004,Gayle,Renay Sher,3,0,0,1,1,1,6,382,
2003,Yao-Hung,Ou,0,1,0,3,0,0,4,363,
2021,Tyrone Chibuzo ,Kasi,1,0,0,0,0,0,1,499,
1992,Andrew Howard,Cruise,1,1,0,2,1,0,5,263,
1997,Maciej,Stankiewicz,1,0,1,0,2,0,4,376,
2018,Emil,van der Walt,1,0,0,2,0,0,3,486,
2012,Robin,Visser,2,0,0,3,0,0,5,450,
2013,Bronson,Rudner,0,2,0,3,0,0,5,436,
1996,Amanda Georgina,Turner,2,0,1,0,0,0,3,353,
2024,Eli Max,Williams,2,2,0,2,0,0,6,511,
2014,Sanjiv,Ranchod,2,0,0,3,0,0,5,470,
1993,Ryan,Benjamin,0,1,0,0,0,1,2,360,
1993,Rocco,Duvenhage,0,0,0,0,2,0,2,360,
2007,Kylie,Fenner,0,0,0,1,1,0,2,464,
1992,James Stephen,Chalmers,0,1,0,1,0,1,3,289,
2002,Theo,Mokgatlhe,0,0,0,0,1,0,1,431,
1992,Adam Marc,Paster,0,2,0,0,0,0,2,297,
1992,Brian Justin,Kipps,1,0,0,1,0,0,2,297,
1992,Kavilan,Moodley,1,0,0,1,0,0,2,297,
2007,Nicolaas,van der Mey,0,1,0,0,0,0,1,482,
